session_id,start_ts,end_ts,duration_min,msgs,user_msgs,peer_msgs,top_intent,top_intent_p,top_topics,recent
sess_0271,2021-06-09T15:47:00,2021-06-09T15:54:00,7.0,6,2,4,short_reply,0.5,текст:1;нестираеться:1;мойше:1,"user: “С обреза документы не знаю что это” | peer: “Или может он имел ввиду твой ""обрез""”"
sess_0272,2021-06-09T21:11:00,2021-06-09T21:25:00,14.0,16,8,8,statement,0.438,как:3;так:2;дизайнер:2,"user: “Вот так вся жизнь хопа и пролетит” | peer: “Я так по мелочи чот делаю, шо людям нравится”"
sess_0273,2021-06-10T09:38:00,2021-06-10T10:21:00,43.0,3,1,2,short_reply,0.667,признание:1;народа:1;вай:1,peer: “М вай фаем разобрался?” | user: “Нет”
sess_0274,2021-06-11T17:30:00,2021-06-11T20:18:00,168.0,7,1,6,short_reply,1.0,починил:1;пизда:1;азазазаз:1,peer: “Красота” | peer: “Вот это”
sess_0275,2021-06-12T12:31:00,2021-06-12T18:45:00,374.0,23,10,13,short_reply,0.522,все:3;черную:1;третьяковке:1,peer: “Все картины посмотрел?” | user: “Нет”
sess_0276,2021-06-12T21:27:00,2021-06-12T23:00:00,93.0,10,5,5,short_reply,0.7,идите:3;идем:2;шабат:1,peer: “Уже пришли почти” | user: “Ну тогда ещё чуть чуть идите”
sess_0277,2021-06-13T20:29:00,2021-06-13T20:31:00,2.0,10,3,7,short_reply,0.7,заебумба:1;свежо:1;смотрю:1,peer: “Сериал” | peer: “В Ibunker”
sess_0278,2021-06-14T16:45:00,2021-06-14T19:53:00,188.0,15,6,9,short_reply,0.467,шимон:2;где:2;fonts:2,peer: “Ты дома?” | user: “да”
sess_0279,2021-06-17T18:27:00,2021-06-17T18:42:00,15.0,4,2,2,statement,0.5,слушай:1;помнишь:1;играли:1,peer: “Так” | peer: “Помню”
sess_0280,2021-06-18T22:01:00,2021-06-18T22:14:00,13.0,5,1,4,short_reply,0.6,где:1;пивко:1;пьем:1,user: “Иду с метро” | peer: “Давай”
sess_0281,2021-06-19T00:56:00,2021-06-19T00:56:00,0.0,2,0,2,short_reply,1.0,ляляляля:1;хуяме:1,peer: “Ляляляля” | peer: “Хуяме”
sess_0282,2021-06-19T11:50:00,2021-06-19T12:37:00,47.0,5,0,5,short_reply,0.8,ответил:1;батон:1;делаешь:1,"peer: “Ну шо ты, батон” | peer: “Че делаешь?”"
sess_0283,2021-06-19T16:09:00,2021-06-19T16:10:00,1.0,6,6,0,short_reply,0.667,пошел:2;или:2;только:1,user: “Или не пошел?” | user: “Или ты пидр?”
sess_0284,2021-06-19T19:48:00,2021-06-19T19:48:00,0.0,1,0,1,short_reply,1.0,только:1;михоэль:1,peer: “Только от михоэль”
sess_0285,2021-06-19T22:15:00,2021-06-19T22:46:00,31.0,38,16,22,short_reply,0.605,как:4;посидели:2;так:2,"peer: “Зацепи мой портфель, он у Исаака в комнате” | peer: “Открой”"
sess_0286,2021-06-20T21:55:00,2021-06-21T00:33:00,158.0,22,7,15,short_reply,0.682,как:2;прикольно:2;гдэ:1,peer: “Як тоби?” | user: “Ну прикольно не та конечно как Ванда Вижн но тоже приколно”
sess_0287,2021-06-21T10:37:00,2021-06-21T12:29:00,112.0,43,8,35,statement,0.628,что:6;делать:3;заебало:3,peer: “Ну или до тех пор пока не разосретест” | peer: “Или не разъедитесь из-за чего уменьшится общение”
sess_0288,2021-06-21T20:32:00,2021-06-21T21:48:00,76.0,17,8,9,short_reply,0.824,нет:2;могу:1;золото:1,user: “Да” | peer: “Ща”
sess_0289,2021-06-22T09:48:00,2021-06-22T09:56:00,8.0,5,2,3,short_reply,0.6,русский:2;епт:1;русских:1,user: “Куда не ступишь там русский” | peer: “🤣🤣”
sess_0290,2021-06-22T20:34:00,2021-06-22T20:40:00,6.0,2,1,1,ask_explanation,0.5,как:1;русским:1;себя:1,user: “Ну че? Как русским себя чувствуется?” | peer: “Ахуэнна”
sess_0291,2021-06-23T04:33:00,2021-06-23T04:33:00,0.0,1,0,1,short_reply,1.0,приятнл:1,peer: “Ля приятнл”
sess_0292,2021-06-23T16:18:00,2021-06-23T17:10:00,52.0,3,1,2,statement,0.667,кавабанга:1;низнаю:1;настроения:1,"user: “Да низнаю настроения нет” | peer: “Шо такое, солнышко?”"
sess_0293,2021-06-23T19:17:00,2021-06-23T19:19:00,2.0,2,1,1,complaint,0.5,чето:1;заебало:1;все:1,user: “Да чето заебало все” | peer: “Ну тут надо поговорить”
sess_0294,2021-06-24T23:25:00,2021-06-24T23:35:00,10.0,3,0,3,short_reply,1.0,спи:1;зайду:1;спишь:1,peer: “Я зайду” | peer: “Спишь?”
sess_0295,2021-06-25T19:36:00,2021-06-25T19:41:00,5.0,9,3,6,short_reply,0.556,шимен:1;что:1;пиво:1,peer: “Могу попросит тебя взять мне 2 бутылочки” | peer: “Недорого”
sess_0296,2021-06-26T12:51:00,2021-06-26T15:08:00,137.0,18,9,9,short_reply,0.611,живы:2;жара:1;знатно:1,user: “Щас к тебе идет дилегация” | user: “Готовься”
sess_0297,2021-06-26T21:54:00,2021-06-26T22:59:00,65.0,3,1,2,short_reply,0.667,шимон:1;сиги:1;закончились:1,peer: “А то у меня закончились” | user: “Нету”
sess_0298,2021-06-27T18:23:00,2021-06-27T19:10:00,47.0,10,4,6,short_reply,0.5,музей:2;полевой:1;как:1,"user: “Галерея в пушкинском. Искусство европы и Америки. Импрессионисты и постимпресСионисты” | peer: “Проснулся в 12. Забрал заказ, почилил у пацанов, сгонял на рынок, забрал стол для Марины, собрал его. Вот выношу старый”"
sess_0299,2021-06-29T13:44:00,2021-06-29T14:05:00,21.0,12,5,7,short_reply,0.5,полутяжкловес:1;себя:1;чуть:1,user: “Может пораньше чуть чуть” | peer: “Хорошо”
sess_0300,2021-06-29T16:42:00,2021-06-29T16:55:00,13.0,3,0,3,short_reply,0.667,магазин:1;пойдешь:1;отмена:1,peer: “Ты в магазин пойдешь?” | peer: “Отмена”
sess_0301,2021-07-02T14:34:00,2021-07-02T15:31:00,57.0,22,7,15,short_reply,0.682,сам:2;где:2;поясница:2,user: “Поясница” | peer: “Может йога?”
sess_0302,2021-07-02T20:32:00,2021-07-02T20:43:00,11.0,25,9,16,short_reply,0.48,помочь:3;пива:2;возьму:2,user: “Ну возьму с верхних полок” | peer: “Ну смотри”
sess_0303,2021-07-03T17:51:00,2021-07-03T22:08:00,257.0,44,21,23,short_reply,0.523,немеш:2;перекрестка:2;куда:2,user: “Мы у перекрестка” | peer: “Выходим”
sess_0304,2021-07-04T12:22:00,2021-07-04T16:39:00,257.0,55,25,30,statement,0.564,так:3;вольф:2;дома:2,peer: “Со шпинатом и сыром” | user: “Я пару раз брал мне специфический вкус”
sess_0305,2021-07-04T19:04:00,2021-07-04T23:29:00,265.0,61,31,30,short_reply,0.639,нет:3;конечно:2;взял:2,user: “Шо мне душно спать в комнате Я не высыпаюсь” | user: “Ну теперь не на полу”
sess_0306,2021-07-05T13:49:00,2021-07-05T13:50:00,1.0,2,1,1,complaint,0.5,мэнж:1;все:1;заебало:1,peer: “Ох як мэнж все заебало” | user: “Солидарно”
sess_0307,2021-07-05T19:46:00,2021-07-05T19:55:00,9.0,6,2,4,short_reply,0.833,когда:1;домой:1;берат:1,"peer: “Чисто если в магаз заходишь, сиг могу попроситб взять?” | peer: “💋”"
sess_0308,2021-07-06T02:48:00,2021-07-06T02:48:00,0.0,1,0,1,short_reply,1.0,спишь:1,peer: “Спишь?”
sess_0309,2021-07-06T20:59:00,2021-07-06T21:31:00,32.0,7,3,4,short_reply,0.857,дома:2;шимен:1;нет:1,user: “Я дома” | peer: “👍”
sess_0310,2021-07-07T10:07:00,2021-07-07T11:02:00,55.0,16,7,9,statement,0.562,так:4;сплю:2;ебаная:1,user: “Ну так поспи уже ебана в рот” | peer: “Попытаюсь сегодня”
sess_0311,2021-07-07T19:48:00,2021-07-07T22:55:00,187.0,33,12,21,short_reply,0.758,дома:2;шимен:2;наконецто:1,peer: “Ты охуел” | peer: “Не спишь ещё?”
sess_0312,2021-07-08T10:47:00,2021-07-08T10:47:00,0.0,1,0,1,statement,1.0,хотел:1;отправить:1;стал:1,"peer: “Хотел тебе отправить, но не стал”"
sess_0313,2021-07-08T18:01:00,2021-07-08T21:32:00,211.0,22,6,16,short_reply,0.591,магаз:2;нет:2;может:1,peer: “Не” | user: “Тя шо выгнали?”
sess_0314,2021-07-09T12:24:00,2021-07-09T14:44:00,140.0,18,5,13,short_reply,0.556,окно:3;важно:2;ебаторий:2,user: “Поясни” | peer: “Я лучше спою”
sess_0315,2021-07-09T20:06:00,2021-07-09T21:34:00,88.0,33,17,16,short_reply,0.515,отлично:2;домой:2;против:2,user: “Подниаюсь на экскалатлре” | peer: “Мы вышли”
sess_0316,2021-07-10T00:44:00,2021-07-10T02:33:00,109.0,177,64,113,statement,0.508,конечно:8;все:6;как:5,user: “А ну да” | peer: “Ну тохда щас надо бай”
sess_0317,2021-07-10T11:10:00,2021-07-10T13:26:00,136.0,35,15,20,statement,0.486,так:3;что:3;марина:2,"user: “Ну видимо это я так воспринимаю” | peer: “Не, если бы ей это было важно я пошел бы”"
sess_0318,2021-07-10T16:12:00,2021-07-10T16:23:00,11.0,2,0,2,statement,0.5,пикассо:1;друг:1,peer: “Ну шо ты Пикассо друг?” | peer: “Ля”
sess_0319,2021-07-10T19:33:00,2021-07-11T03:06:00,453.0,43,22,21,short_reply,0.605,как:4;конечно:3;ебать:2,peer: “Ебать” | peer: “Спишь?”
sess_0320,2021-07-11T10:44:00,2021-07-11T12:39:00,115.0,26,13,13,statement,0.462,стороне:2;какой:2;привеи:1,user: “Надо тоже выбиратся” | user: “из кроватки”
sess_0321,2021-07-11T15:50:00,2021-07-11T17:59:00,129.0,9,2,7,short_reply,0.778,готов:2;сцена:1;после:1,peer: “Ты готов?” | user: “Да готов”
sess_0322,2021-07-12T00:54:00,2021-07-12T00:54:00,0.0,1,1,0,statement,1.0,ицика:1;так:1;нет:1,user: “Ицика так и нет”
sess_0323,2021-07-12T06:37:00,2021-07-12T06:37:00,0.0,1,0,1,ask_explanation,1.0,как:1;ито:1,peer: “Как ито?”
sess_0324,2021-07-12T22:10:00,2021-07-12T22:25:00,15.0,5,4,1,statement,0.8,что:1;пожилой:1;русский:1,user: “Как съездил?” | peer: “Поеду ещё раз 19-го.там проеб в форме заявления”
sess_0325,2021-07-13T18:33:00,2021-07-13T19:37:00,64.0,51,16,35,short_reply,0.49,нет:4;комплюхтер:2;все:2,"user: “Если пойду через магаз то возьму” | peer: “Та лан, брат. Сам жи есть сгоняю”"
sess_0326,2021-07-14T11:08:00,2021-07-14T11:09:00,1.0,2,1,1,statement,0.5,пожилая:1;фокусима:1;дизфйню:1,user: “Ну шо ты пожилая фокусима” | peer: “Дизфйню”
sess_0327,2021-07-14T13:12:00,2021-07-14T15:44:00,152.0,52,16,36,short_reply,0.519,ему:3;смотреть:3;так:2,"peer: “Чтобы я не предложил, один хуй действовать ему надо. К сожалению по головке его никто за его поведение и движения не погладит” | peer: “Так що.... Ничого нэмаэ”"
sess_0328,2021-07-14T18:14:00,2021-07-14T18:15:00,1.0,6,1,5,short_reply,0.833,красота:1;что:1;шимен:1,peer: “Шимен” | peer: “Благодаря тебе сделали все в срок”
sess_0329,2021-07-16T19:11:00,2021-07-16T19:11:00,0.0,1,0,1,short_reply,1.0,,peer: “Ля”
sess_0330,2021-07-17T01:25:00,2021-07-17T01:26:00,1.0,2,2,0,statement,0.5,you:1;deleted:1;this:1,user: “You deleted this message” | user: “Ты спишь уже?”
sess_0331,2021-07-17T10:27:00,2021-07-17T10:58:00,31.0,4,1,3,short_reply,0.75,спака:1;жор:1;пробило:1,peer: “Парень” | peer: “Доброе утро”
sess_0332,2021-07-17T15:47:00,2021-07-17T18:15:00,148.0,14,7,7,short_reply,0.786,отдыхаешь:1;пойду:1;успел:1,peer: “Ооо” | peer: “Оо”
sess_0333,2021-07-17T21:11:00,2021-07-18T00:11:00,180.0,22,10,12,short_reply,0.636,жопе:2;поел:2;иду:1,peer: “Что блять” | peer: “Я рисовал”
sess_0334,2021-07-18T10:26:00,2021-07-18T13:04:00,158.0,9,6,3,statement,0.778,рынок:2;парк:2;сьездить:2,user: “А потом может музей” | user: “Думаю на рынок сьездить”
sess_0335,2021-07-18T16:59:00,2021-07-18T21:13:00,254.0,36,14,22,short_reply,0.611,весь:2;народ:2;ему:2,peer: “Ах ты сука” | peer: “Падла”
sess_0336,2021-07-19T15:30:00,2021-07-19T18:52:00,202.0,19,9,10,short_reply,0.526,как:2;черешневый:1;слушал:1,peer: “Ща выдохну” | peer: “Исаака надо подстричь”
sess_0337,2021-07-20T11:28:00,2021-07-20T13:11:00,103.0,10,2,8,short_reply,0.7,делал:2;шимен:1;скажи:1,peer: “Ну лан” | peer: “Ну как ты?”
sess_0338,2021-07-20T19:57:00,2021-07-20T20:48:00,51.0,9,3,6,short_reply,0.556,себя:2;один:1;любовью:1,peer: “С безответной любовью” | user: “И трахать”
sess_0339,2021-07-21T02:25:00,2021-07-21T02:25:00,0.0,1,0,1,short_reply,1.0,спишь:1,peer: “Спишь?”
sess_0340,2021-07-21T09:27:00,2021-07-21T09:48:00,21.0,3,1,2,statement,0.667,рано:1;ушёл:1;спрятался:1,user: “Я от тебя спрятался” | peer: “Бояка”
sess_0341,2021-07-21T19:25:00,2021-07-21T20:30:00,65.0,4,1,3,short_reply,0.75,секс:1;охеноо:1;класс:1,peer: “Охеноо” | peer: “Класс”
sess_0342,2021-07-22T10:49:00,2021-07-22T12:14:00,85.0,6,1,5,short_reply,0.667,бляять:1;меоце:1;кто:1,peer: “Как поплавал?” | peer: “Миквочка горяченька?”
sess_0343,2021-07-22T16:02:00,2021-07-22T17:48:00,106.0,6,2,4,statement,0.667,зачем:2;правильно:1;брату:1,"user: “Ну зянят был, я ж не хуи дрочу” | peer: “Дрочка-тоже дело”"
sess_0344,2021-07-23T13:03:00,2021-07-23T13:03:00,0.0,2,0,2,short_reply,1.0,шимен:1,peer: “Ле” | peer: “Шимен”
sess_0345,2021-07-23T19:10:00,2021-07-23T19:48:00,38.0,9,2,7,short_reply,0.667,шимен:2;магазине:1;пивом:1,peer: “Нежнейших” | peer: “💋”
sess_0346,2021-07-23T22:16:00,2021-07-23T23:05:00,49.0,8,4,4,short_reply,0.75,купил:1;дома:1;занесешь:1,peer: “Сайпал” | user: “Я и ицхаком сижу”
sess_0347,2021-07-24T11:27:00,2021-07-24T11:30:00,3.0,13,4,9,short_reply,0.692,оооо:2;синагогу:1;смотреть:1,peer: “Оооо” | peer: “Оооо”
sess_0348,2021-07-24T19:01:00,2021-07-24T19:31:00,30.0,15,7,8,short_reply,0.467,как:2;белорусской:1;для:1,"peer: “Как тебе книга?” | user: “Ну такое, больше для интерьерных дизайнеров”"
sess_0349,2021-07-24T21:32:00,2021-07-24T21:43:00,11.0,14,9,5,statement,0.643,так:3;что:1;пиво:1,"user: “Да я так просто” | peer: “Ну так лежать на диване- это пацифизм, норм тема”"
sess_0350,2021-07-25T13:52:00,2021-07-25T14:59:00,67.0,15,6,9,short_reply,0.733,где:3;эпловский:1;через:1,"user: “Не уходите” | peer: “Хорошо, мы прикрываем”"
sess_0351,2021-07-25T19:19:00,2021-07-25T20:38:00,79.0,16,8,8,short_reply,0.688,ноут:1;красава:1;трусики:1,"peer: “Класс” | peer: “Сушите трусики, идут божественные усики”"
sess_0352,2021-07-26T09:16:00,2021-07-26T09:18:00,2.0,7,1,6,short_reply,0.429,как:1;меоце:1;шахрис:1,user: “Миква закрыта на техническое обслуживпние” | peer: “Это после того твоего раза”
sess_0353,2021-07-26T15:47:00,2021-07-26T20:51:00,304.0,13,5,8,short_reply,0.615,пожилая:2;работа:1;будет:1,user: “Мы сзади дома” | peer: “Лечу”
sess_0354,2021-07-27T16:57:00,2021-07-27T21:03:00,246.0,42,21,21,short_reply,0.476,как:5;что:3;спросил:3,peer: “Пойдем?” | user: “С тобой хоть на край света”
sess_0355,2021-07-28T01:03:00,2021-07-28T01:04:00,1.0,3,2,1,short_reply,0.667,ушёл:1;когда:1;уходить:1,user: “Когда будешь уходить свет наткухне выключи” | peer: “Nope”
sess_0356,2021-07-28T19:32:00,2021-07-28T21:27:00,115.0,35,15,20,short_reply,0.686,домой:2;сижу:2;пожилая:1,user: “светлое” | user: “трон”
sess_0357,2021-07-29T17:57:00,2021-07-29T17:57:00,0.0,2,0,2,ask_explanation,0.5,как:1;фильм:1;том:1,peer: “Как тебе фильм Том и Джерри?” | peer: “Достойный?”
sess_0358,2021-07-29T21:17:00,2021-07-29T22:37:00,80.0,16,10,6,short_reply,0.625,нипомню:1;чисто:1;говорил:1,"user: “Я сижу пью пивко, и смотрю том и джери” | user: “Ой когда я говорил что мне не хватает компании не хватает друзей”"
sess_0359,2021-07-30T15:07:00,2021-07-30T15:21:00,14.0,6,3,3,short_reply,0.667,ляяя:1;шеврон:1;нет:1,user: “Нет и мне не дали” | user: “Это все под заказ”
sess_0360,2021-07-30T17:40:00,2021-07-30T20:34:00,174.0,17,7,10,statement,0.471,куда:2;шим:1;между:1,user: “Ща приеду не сможет” | peer: “Ну давай”
sess_0361,2021-07-31T10:08:00,2021-07-31T11:21:00,73.0,22,11,11,statement,0.545,встал:2;моя:1;просили:1,user: “Но мы легли часа в 3” | user: “Так что сомневаюсь”
sess_0362,2021-07-31T14:32:00,2021-07-31T19:49:00,317.0,18,4,14,short_reply,0.5,шимен:1;гляну:1;хотел:1,peer: “🤣🤣🤣” | peer: “На минхе ты хотел написать”
sess_0363,2021-07-31T22:14:00,2021-07-31T23:01:00,47.0,3,1,2,short_reply,1.0,куда:1;поезд:1;союзмультфильма:1,user: “В поезд союзмультфильма” | peer: “Аааа”
sess_0364,2021-08-01T10:25:00,2021-08-01T11:19:00,54.0,4,1,3,short_reply,0.75,шимен:1;што:1;доброе:1,peer: “Доброе утро” | peer: “Я видел как ты храпишь”
sess_0365,2021-08-02T16:13:00,2021-08-02T16:13:00,0.0,4,0,4,short_reply,0.5,как:2;братишка:1;игра:1,peer: “Как тебе игра?” | peer: “Гениально?”
sess_0366,2021-08-02T19:21:00,2021-08-02T20:26:00,65.0,16,8,8,short_reply,0.812,все:2;как:1;свадьба:1,peer: “Ща приду” | user: “Да”
sess_0367,2021-08-03T00:44:00,2021-08-03T01:13:00,29.0,19,11,8,short_reply,0.632,вульф:2;нахуй:2;включу:2,user: “Я тихонько включу” | peer: “Дааа”
sess_0368,2021-08-03T19:16:00,2021-08-03T20:38:00,82.0,14,5,9,short_reply,0.929,хочу:2;заибався:1;довольный:1,user: “Поиграть хочу” | peer: “Воооо это дело”
sess_0369,2021-08-03T22:40:00,2021-08-03T22:41:00,1.0,6,2,4,short_reply,1.0,спишь:1;нет:1;играю:1,peer: “Посмотретт” | user: “Да”
sess_0370,2021-08-04T18:54:00,2021-08-04T20:49:00,115.0,37,17,20,short_reply,0.595,кент:2;пизда:2;жена:2,user: “Так сдай по гарантии” | peer: “🤣🤣”
sess_0371,2021-08-05T00:33:00,2021-08-05T00:33:00,0.0,1,0,1,statement,1.0,тунберг:1;пажилой:1,peer: “Ну шо ты тунберг пажилой”
sess_0372,2021-08-05T13:10:00,2021-08-05T13:22:00,12.0,3,0,3,statement,1.0,туборг:1;пажилой:1;хиральное:1,peer: “Ну шо ты хиральное отложение” | peer: “Ну шо ты древнее зло”
sess_0373,2021-08-05T16:31:00,2021-08-05T16:40:00,9.0,3,1,2,statement,0.667,местный:1;игнорщика:1;друг:1,user: “Ну как бы я работаю а не в диван пержу” | peer: “Я тоже”
sess_0374,2021-08-05T20:51:00,2021-08-05T21:32:00,41.0,18,12,6,short_reply,0.833,наработался:1;слышишь:1;сел:1,user: “А Я сру” | user: “Сел покакать”
sess_0375,2021-08-06T15:12:00,2021-08-06T15:12:00,0.0,1,0,1,statement,1.0,волк:1;адиночка:1,peer: “Ну шо ты волк- адиночка”
sess_0376,2021-08-06T18:46:00,2021-08-06T20:38:00,112.0,25,15,10,short_reply,0.48,как:3;что:2;правда:2,peer: “Я за собой замечаю чо происходит если я не закрываю потребности” | peer: “Ты дома?”
sess_0377,2021-08-07T08:22:00,2021-08-07T10:36:00,134.0,29,14,15,statement,0.621,все:3;что:2;вообщем:2,"user: “Ну вообщем он нас раз пять нахуй послал, ебал нас всех в рот не меньше 7 раз было весело, жаль ты не заходишь” | peer: “Бля такой экшон пропустил”"
sess_0378,2021-08-07T14:00:00,2021-08-07T21:46:00,466.0,35,15,20,statement,0.486,как:5;чей:2;планетарий:2,peer: “А как же гениальный” | peer: “Как конечно похорошелц фестивальный при Собянине”
sess_0379,2021-08-08T22:49:00,2021-08-09T00:28:00,99.0,9,4,5,short_reply,0.667,смотрю:2;смотрел:1;новый:1,peer: “Я смотрю с любовью винсент” | peer: “Спишь?”
sess_0380,2021-08-09T10:23:00,2021-08-09T10:23:00,0.0,1,1,0,short_reply,1.0,нет:1,user: “Нет”
sess_0381,2021-08-09T13:18:00,2021-08-09T13:18:00,0.0,2,0,2,statement,1.0,звук:1;или:1;присутствие:1,peer: “На звук или присутствие” | peer: “Ну вот мне непонятно пока на что реагируют тварт”
sess_0382,2021-08-09T19:41:00,2021-08-09T21:20:00,99.0,12,6,6,short_reply,0.75,пердеж:1;какого:1;уровня:1,user: “И уносит” | peer: “😳😳😳”
sess_0383,2021-08-10T23:02:00,2021-08-11T00:36:00,94.0,6,2,4,short_reply,0.667,играешь:1;небось:1;нет:1,"peer: “Та нихуя, туплю” | peer: “Ля”"
sess_0384,2021-08-11T11:01:00,2021-08-11T21:33:00,632.0,117,47,70,short_reply,0.419,как:9;что:8;вообще:4,peer: “Я зайду?” | user: “Только с черного входа”
sess_0385,2021-08-12T14:14:00,2021-08-12T15:17:00,63.0,15,5,10,statement,0.4,просищь:1;нихуя:1;как:1,user: “Ну скорее всего как обычно” | peer: “Отлично👍👏😆”
sess_0386,2021-08-12T18:40:00,2021-08-12T19:50:00,70.0,15,6,9,statement,0.6,своими:2;блять:1;работу:1,peer: “Стоять долго- тяжеловато” | peer: “Ну ы общем некритично”
sess_0387,2021-08-13T07:56:00,2021-08-13T10:22:00,146.0,6,1,5,statement,0.5,шимен:1;салатик:1;мазиком:1,user: “Я только от нижнего замка нашел” | peer: “Ля а от верхнего нэмаэ?”
sess_0388,2021-08-15T11:35:00,2021-08-15T13:47:00,132.0,4,1,3,short_reply,0.75,как:1;лицо:1;пажилого:1,peer: “Мы тож” | peer: “В библиотеку гонял?”
sess_0389,2021-08-16T11:40:00,2021-08-16T12:50:00,70.0,51,26,25,statement,0.49,как:3;непонятно:3;только:2,peer: “Да ну ты брось” | peer: “Ну а сколько? Это пока ты молодой и красиввй”
sess_0390,2021-08-16T19:41:00,2021-08-16T23:35:00,234.0,9,4,5,statement,0.556,москва:1;жуем:1;cherry:1,"peer: “Черещ 20 минуток” | peer: “Я наачал ""Cherry"" Смотреть”"
sess_0391,2021-08-17T14:17:00,2021-08-17T14:20:00,3.0,6,1,5,short_reply,0.333,психанул:1;заказал:1;кепка:1,peer: “Ничего не подумают” | peer: “О тебе не думают”
sess_0392,2021-08-17T21:21:00,2021-08-18T00:03:00,162.0,41,16,25,short_reply,0.537,как:5;что:3;нахуй:3,peer: “Воу воу” | peer: “Рамстан и усыки”
sess_0393,2021-08-18T16:49:00,2021-08-18T16:51:00,2.0,4,3,1,short_reply,0.75,ура:1;здравствует:1;гомосексуализм:1,user: “Но я бы тоже себе такую купил” | peer: “То то же”
sess_0394,2021-08-18T21:45:00,2021-08-18T21:47:00,2.0,5,2,3,short_reply,0.8,еще:1;гуляешь:1;перекрёстке:1,user: “А можешь пожалуйста взять 3 бутылки пива ицик попросил А мне лень” | peer: “Окс”
sess_0395,2021-08-20T00:00:00,2021-08-20T00:30:00,30.0,18,8,10,short_reply,0.556,пожилая:1;потому:1;поясни:1,peer: “Ну гиббон” | peer: “Пожилые позывные”
sess_0396,2021-08-20T11:01:00,2021-08-20T11:55:00,54.0,11,5,6,statement,0.545,удав:2;краповый:1;заебал:1,"user: “Но на самом деле это удав Артема, он дал поиграться” | peer: “А сам не пришел”"
sess_0397,2021-08-20T15:16:00,2021-08-20T15:29:00,13.0,24,13,11,short_reply,0.75,маслория:2;деду:2;пирамиду:1,peer: “Ты один” | peer: “Но не одинок”
sess_0398,2021-08-20T18:33:00,2021-08-20T23:17:00,284.0,56,27,29,statement,0.518,все:3;так:3;что:2,user: “Ну ладно это надо лично рассказывать много деталей и подробностей” | peer: “Ну да”
sess_0399,2021-08-21T09:55:00,2021-08-21T15:10:00,315.0,41,18,23,short_reply,0.561,как:3;проснулся:2;что:2,"peer: “Аминь, бро” | peer: “Красивое”"
sess_0400,2021-08-21T17:37:00,2021-08-22T00:16:00,399.0,27,12,15,short_reply,0.556,нам:2;что:2;иду:1,"peer: “Спасибо, нам понравилось” | user: “А что продлевать не будете?”"
sess_0401,2021-08-22T11:28:00,2021-08-22T11:39:00,11.0,13,7,6,statement,0.538,скучает:1;хотите:1;ешивская:1,user: “Ну такие особенности породы” | user: “Ешивская борзая”
sess_0402,2021-08-22T20:24:00,2021-08-22T23:43:00,199.0,12,4,8,statement,0.5,пажилой:1;личинус:1;винсент:1,user: “С любовью винсент стоит смотреть? от 1 до 10” | peer: “8”
sess_0403,2021-08-23T07:48:00,2021-08-23T07:48:00,0.0,1,0,1,statement,1.0,винсента:1;близкий:1,peer: “Ну шо ты Винсента близкий”
sess_0404,2021-08-23T17:39:00,2021-08-23T17:39:00,0.0,1,0,1,short_reply,1.0,красота:1,peer: “Красота😍💓”
sess_0405,2021-08-23T21:43:00,2021-08-23T22:10:00,27.0,13,4,9,short_reply,0.769,как:2;дома:1;вещи:1,user: “Ты придешь?” | peer: “Одеваюсь”
sess_0406,2021-08-24T12:33:00,2021-08-24T14:07:00,94.0,12,6,6,short_reply,0.583,пажилая:1;пизди:1;устал:1,user: “Сегодня только вторник а я уже устал как собака” | peer: “Согласен”
sess_0407,2021-08-24T21:01:00,2021-08-24T21:36:00,35.0,5,2,3,statement,0.6,покруче:1;твоей:1;шапки:1,"user: “Да у меня такая же ассоциация была но лень было искать” | peer: “А я по большой любви, нашел”"
sess_0408,2021-08-25T11:27:00,2021-08-25T11:27:00,0.0,1,0,1,statement,1.0,господин:1;мескузи:1,peer: “Ну шо ты господин Мескузи”
sess_0409,2021-08-25T14:53:00,2021-08-25T15:38:00,45.0,2,1,1,complaint,0.5,ничо:1;заебался:1,"user: “Ничо, заебался” | peer: “Аг”"
sess_0410,2021-08-25T23:49:00,2021-08-25T23:56:00,7.0,6,3,3,statement,0.667,что:1;пожалая:1;варежка:1,user: “Переделывал календарь” | peer: “Хуя ты работяга”
sess_0411,2021-08-26T10:18:00,2021-08-26T11:28:00,70.0,5,1,4,short_reply,1.0,заводе:1;вау:1;мотивашка:1,peer: “Че шо” | peer: “Мотивашка”
sess_0412,2021-08-26T14:25:00,2021-08-26T14:25:00,0.0,1,1,0,short_reply,1.0,правда:1;жизни:1,user: “Это правда жизни”
sess_0413,2021-08-27T13:50:00,2021-08-27T15:51:00,121.0,23,11,12,short_reply,0.522,вроде:2;конечно:2;скумброз:1,user: “Да после такого он наверное пить не будет” | peer: “Мхм....”
sess_0414,2021-08-27T18:17:00,2021-08-27T20:35:00,138.0,34,14,20,short_reply,0.765,где:2;дома:2;пацанам:1,peer: “Стой там” | peer: “Мы тебя видим”
sess_0415,2021-08-28T18:42:00,2021-08-28T21:14:00,152.0,8,2,6,statement,0.5,меоц:2;как:2;пажилой:1,peer: “Выпили бухнули?” | peer: “А чо за фарбик?”
